Student_ID,Gender,Age,Major,Attendance_Pct,Study_Hours_Per_Day,Previous_CGPA,Sleep_Hours,Social_Hours_Week,Final_CGPA,Attendance_Category,Performance_Band,Pass_Fail,Risk_Level,Risk_Score
ID00535,Female,20,Computer Science,54.0,7.3,3.37,7.9,9,3.44,Critical,Very Good,1,High Risk,26.2125
ID00536,Female,18,Business,100.0,2.3,2.32,6.7,12,2.78,Excellent,Good,1,Medium Risk,25.5
ID00537,Female,21,Mathematics,79.0,5.4,2.86,6.8,7,2.78,Good,Good,1,Low Risk,19.425000000000004
ID00538,Male,19,Mathematics,87.4,5.3,3.51,8.5,7,3.9,Excellent,Excellent,1,Low Risk,9.9575
ID00539,Male,21,Business,85.0,4.7,3.23,8.3,7,3.36,Excellent,Very Good,1,Low Risk,14.6875
ID00540,Male,19,Mathematics,69.0,3.0,3.51,7.4,17,3.38,Low,Very Good,1,Medium Risk,26.237500000000004
ID00541,Female,24,Business,66.1,3.9,4.0,8.1,6,3.84,Low,Excellent,1,Medium Risk,19.655000000000005
ID00542,Female,23,Economics,69.9,4.6,2.51,8.0,6,2.53,Low,Good,1,Medium Risk,28.1825
ID00543,Male,18,Computer Science,74.2,4.5,3.67,9.9,11,3.84,Low,Excellent,1,Medium Risk,16.497500000000002
ID00544,Female,18,Computer Science,90.5,2.1,2.93,6.7,6,3.33,Excellent,Very Good,1,Low Risk,25.237499999999997
ID00545,Female,24,Computer Science,73.1,8.0,3.57,5.9,8,3.54,Low,Excellent,1,Medium Risk,15.867500000000003
ID00546,Male,19,Business,100.0,4.1,3.08,7.3,10,3.25,Excellent,Very Good,1,Low Risk,11.65
ID00547,Male,20,Business,100.0,6.1,4.0,5.6,11,4.0,Excellent,Excellent,1,Low Risk,0.0
ID00548,Female,22,Psychology,97.1,2.8,3.17,6.4,7,3.29,Excellent,Very Good,1,Low Risk,17.367500000000007
ID00549,Male,21,Mathematics,83.2,5.2,2.78,7.7,10,3.33,Good,Very Good,1,Low Risk,18.235
ID00550,Female,24,Mathematics,100.0,4.3,3.31,6.2,7,3.84,Excellent,Excellent,1,Low Risk,8.8375
ID00551,Male,23,Psychology,81.7,2.2,3.26,6.7,4,3.33,Good,Very Good,1,Low Risk,25.91
ID00552,Female,24,Psychology,84.5,4.0,3.67,6.6,9,3.91,Good,Excellent,1,Low Risk,13.8625
ID00553,Female,21,Computer Science,87.5,3.3,3.32,6.4,11,3.44,Excellent,Very Good,1,Low Risk,18.375
ID00554,Female,21,Psychology,95.5,3.5,4.0,5.4,9,4.0,Excellent,Excellent,1,Low Risk,8.025
ID00555,Female,23,Business,94.6,6.7,3.04,8.5,9,3.44,Excellent,Very Good,1,Low Risk,10.830000000000002
ID00556,Male,23,Engineering,77.9,3.7,3.05,9.1,4,3.08,Good,Very Good,1,Low Risk,23.4575
ID00557,Male,18,Business,77.0,6.5,2.8,8.4,2,2.87,Good,Good,1,Low Risk,20.85
ID00558,Male,21,Psychology,94.6,5.5,3.14,8.4,9,3.42,Excellent,Very Good,1,Low Risk,9.955000000000002
ID00559,Female,22,Mathematics,95.7,4.2,3.22,6.4,12,3.46,Excellent,Very Good,1,Low Risk,11.959999999999997
ID00560,Female,22,Business,79.1,6.9,3.24,7.3,9,3.33,Good,Very Good,1,Low Risk,16.055
ID00561,Female,19,Mathematics,61.2,6.6,3.13,5.8,6,3.24,Low,Very Good,1,Medium Risk,25.0725
ID00562,Male,24,Business,81.9,4.2,2.8,6.8,8,3.3,Good,Very Good,1,Low Risk,21.844999999999995
ID00563,Male,23,Mathematics,94.4,4.4,2.66,6.9,9,2.99,Excellent,Good,1,Low Risk,16.644999999999996
ID00564,Male,18,Economics,100.0,7.0,2.91,4.9,7,3.49,Excellent,Very Good,1,Low Risk,9.537499999999998
ID00565,Male,22,Business,67.0,5.7,3.67,7.2,14,3.63,Low,Excellent,1,Medium Risk,17.7375
ID00566,Female,20,Mathematics,78.6,8.0,3.78,6.2,6,4.0,Good,Excellent,1,Low Risk,11.555000000000005
ID00567,Male,18,Engineering,79.2,3.6,3.06,7.4,15,3.03,Good,Very Good,1,Low Risk,23.185000000000002
ID00568,Male,18,Computer Science,100.0,1.8,2.63,6.6,10,3.02,Excellent,Very Good,1,Medium Risk,24.7875
ID00569,Female,22,Business,84.5,2.5,3.06,7.5,10,3.5,Good,Excellent,1,Low Risk,25.2
ID00570,Male,20,Engineering,71.4,1.0,4.0,8.0,9,3.98,Low,Excellent,1,Medium Risk,28.869999999999997
ID00571,Male,19,Computer Science,93.4,2.4,3.6,5.1,7,3.71,Excellent,Excellent,1,Low Risk,16.869999999999997
ID00572,Female,22,Business,78.9,5.6,3.38,6.5,11,3.49,Good,Very Good,1,Low Risk,14.919999999999998
ID00573,Male,20,Engineering,66.6,3.7,3.58,6.0,7,3.64,Low,Excellent,1,Medium Risk,23.905
ID00574,Female,18,Engineering,71.6,2.2,3.87,8.8,12,3.71,Low,Excellent,1,Medium Risk,25.1175
ID00575,Female,20,Economics,100.0,2.8,2.52,9.5,13,2.83,Excellent,Good,1,Low Risk,21.75
ID00576,Female,18,Engineering,90.8,4.7,2.9,7.1,3,3.39,Excellent,Very Good,1,Low Risk,14.965
ID00577,Male,24,Economics,86.6,2.9,2.84,7.6,7,2.94,Excellent,Good,1,Low Risk,24.580000000000005
ID00578,Female,22,Psychology,81.3,3.4,3.39,4.8,10,3.47,Good,Very Good,1,Low Risk,20.1525
ID00579,Male,23,Mathematics,89.4,1.4,3.18,7.5,7,3.35,Excellent,Very Good,1,Medium Risk,26.345
ID00580,Male,22,Computer Science,89.2,7.5,3.48,6.6,7,4.0,Excellent,Excellent,1,Low Risk,9.409999999999998
ID00581,Male,24,Mathematics,89.4,8.1,2.85,9.0,16,2.9,Excellent,Good,1,Low Risk,14.832499999999996
ID00582,Female,21,Mathematics,86.7,2.3,3.79,6.7,8,3.98,Excellent,Excellent,1,Low Risk,18.6225
ID00583,Male,21,Economics,98.0,3.2,3.07,5.8,9,3.26,Excellent,Very Good,1,Low Risk,16.2375
ID00584,Male,21,Mathematics,85.3,0.9,3.45,5.0,9,3.58,Excellent,Excellent,1,Medium Risk,27.8275
ID00585,Female,22,Engineering,70.3,7.1,3.7,7.3,13,4.0,Low,Excellent,1,Medium Risk,15.99
ID00586,Male,19,Economics,75.8,1.7,3.66,6.2,8,3.72,Good,Excellent,1,Medium Risk,27.064999999999998
ID00587,Male,22,Mathematics,55.3,3.9,3.28,8.8,4,2.87,Critical,Good,1,High Risk,30.815000000000005
ID00588,Male,24,Economics,100.0,2.0,3.51,7.9,7,3.87,Excellent,Excellent,1,Low Risk,16.2875
ID00589,Male,24,Psychology,97.9,3.9,3.97,6.8,9,4.0,Excellent,Excellent,1,Low Risk,5.607499999999997
ID00590,Male,23,Economics,72.5,6.4,3.36,7.9,8,3.54,Low,Excellent,1,Medium Risk,17.975
ID00591,Male,20,Business,80.8,5.4,2.74,9.6,6,2.98,Good,Good,1,Low Risk,19.665
ID00592,Female,22,Engineering,75.4,5.7,3.39,5.3,3,3.6,Good,Excellent,1,Low Risk,16.4075
ID00593,Male,22,Computer Science,100.0,1.5,3.08,6.0,9,3.49,Excellent,Very Good,1,Medium Risk,22.049999999999997
ID00594,Male,18,Business,63.7,3.8,1.93,9.9,6,1.76,Low,Poor,0,High Risk,39.2475
ID00595,Female,24,Business,86.7,10.9,3.33,5.9,6,4.0,Excellent,Excellent,1,Low Risk,11.847499999999998
ID00596,Male,18,Business,83.4,4.5,3.16,8.0,8,3.35,Good,Very Good,1,Low Risk,16.819999999999997
ID00597,Female,18,Mathematics,97.4,4.0,3.68,8.8,2,3.73,Excellent,Excellent,1,Low Risk,7.969999999999996
ID00598,Male,22,Economics,83.4,3.4,2.72,7.0,7,2.98,Good,Good,1,Low Risk,25.069999999999993
ID00599,Male,19,Economics,58.6,4.3,2.35,8.0,3,2.1,Critical,Average,1,High Risk,35.86749999999999
ID00600,Male,20,Mathematics,81.2,3.9,3.18,6.6,8,3.54,Good,Excellent,1,Low Risk,20.035
ID00601,Male,20,Engineering,70.4,9.8,3.29,9.7,5,3.48,Low,Very Good,1,Medium Risk,19.5325
ID00602,Male,24,Mathematics,86.2,6.1,3.15,6.3,7,3.46,Excellent,Very Good,1,Low Risk,13.6475
ID00603,Male,23,Mathematics,100.0,3.6,3.11,5.6,9,3.28,Excellent,Very Good,1,Low Risk,13.3875
ID00604,Male,24,Mathematics,58.9,6.0,2.57,8.3,9,2.45,Critical,Average,1,High Risk,31.0075
ID00605,Male,19,Engineering,73.0,2.4,3.03,8.1,12,2.83,Low,Good,1,Medium Risk,31.0375
ID00606,Male,19,Engineering,76.7,3.9,2.93,7.2,8,3.01,Good,Very Good,1,Low Risk,24.2475
ID00607,Male,20,Psychology,79.3,2.9,3.64,7.0,5,3.71,Good,Excellent,1,Low Risk,20.865000000000002
ID00608,Male,21,Psychology,96.1,5.7,3.29,6.3,11,3.82,Excellent,Excellent,1,Low Risk,7.967500000000002
ID00609,Male,18,Psychology,82.4,3.7,2.96,5.9,7,3.19,Good,Very Good,1,Low Risk,22.219999999999995
ID00610,Female,18,Psychology,91.2,4.2,3.96,6.1,5,4.0,Excellent,Excellent,1,Low Risk,7.509999999999998
ID00611,Male,20,Economics,75.6,3.5,2.97,7.5,10,3.16,Good,Very Good,1,Low Risk,25.9925
ID00612,Female,24,Business,88.4,4.8,3.38,6.7,6,3.67,Excellent,Excellent,1,Low Risk,11.445
ID00613,Female,19,Business,96.7,5.8,3.02,4.8,3,3.3,Excellent,Very Good,1,Low Risk,10.059999999999999
ID00614,Male,24,Psychology,74.0,8.1,3.92,6.4,7,4.0,Low,Excellent,1,Medium Risk,12.400000000000002
ID00615,Female,23,Psychology,96.7,3.3,3.14,6.7,14,3.56,Excellent,Excellent,1,Low Risk,15.809999999999999
ID00616,Female,21,Computer Science,85.8,2.1,3.16,7.8,7,3.57,Excellent,Excellent,1,Low Risk,25.339999999999996
ID00617,Male,20,Business,100.0,5.0,3.03,7.4,10,3.24,Excellent,Very Good,1,Low Risk,8.4875
ID00618,Male,18,Computer Science,82.0,1.7,3.2,9.6,3,3.48,Good,Very Good,1,Medium Risk,28.299999999999997
ID00619,Female,22,Computer Science,90.7,3.3,3.7,5.5,9,4.0,Excellent,Excellent,1,Low Risk,13.609999999999998
ID00620,Female,24,Mathematics,84.4,1.4,3.52,7.8,4,3.75,Good,Excellent,1,Medium Risk,25.619999999999997
ID00621,Male,19,Economics,83.6,14.0,3.11,8.0,8,3.82,Good,Excellent,1,Low Risk,15.167500000000004
ID00622,Male,22,Engineering,88.9,7.5,3.95,7.4,6,4.0,Excellent,Excellent,1,Low Risk,5.432499999999996
ID00623,Male,23,Business,93.1,7.1,3.54,6.6,3,3.92,Excellent,Excellent,1,Low Risk,7.130000000000003
ID00624,Male,20,Psychology,66.3,8.3,2.88,6.0,6,3.33,Low,Very Good,1,Medium Risk,24.965000000000003
ID00625,Female,24,Psychology,100.0,6.7,2.41,6.9,10,2.98,Excellent,Good,1,Medium Risk,13.9125
ID00626,Male,18,Engineering,57.1,4.5,2.89,4.3,8,2.6,Critical,Good,1,High Risk,31.0175
ID00627,Male,24,Business,74.7,4.6,3.31,5.6,9,3.42,Low,Very Good,1,Medium Risk,19.0225
ID00628,Female,21,Psychology,83.6,7.9,3.4,5.5,8,3.86,Good,Excellent,1,Low Risk,12.630000000000003
ID00629,Male,22,Psychology,91.2,8.2,3.78,7.8,9,4.0,Excellent,Excellent,1,Low Risk,5.885000000000001
ID00630,Male,21,Mathematics,100.0,2.2,2.55,7.9,9,2.71,Excellent,Good,1,Low Risk,23.887500000000003
ID00631,Female,23,Computer Science,57.1,3.6,2.88,5.4,10,2.7,Critical,Good,1,High Risk,34.705
ID00632,Female,18,Psychology,77.4,4.2,2.51,5.0,3,2.61,Good,Good,1,Low Risk,26.4075
ID00633,Male,22,Economics,53.1,6.8,2.43,4.8,9,2.39,Critical,Average,1,High Risk,34.8425
ID00634,Male,23,Business,85.5,2.4,2.79,8.5,8,2.8,Excellent,Good,1,Low Risk,27.512499999999996
ID00635,Male,21,Economics,89.1,2.3,3.28,8.4,10,3.34,Excellent,Very Good,1,Low Risk,22.005000000000003
ID00636,Male,21,Engineering,100.0,1.6,3.49,8.0,9,3.55,Excellent,Excellent,1,Medium Risk,18.0625
ID00637,Male,22,Mathematics,86.8,2.9,2.63,9.3,10,2.95,Excellent,Good,1,Low Risk,26.327500000000004
ID00638,Male,18,Business,100.0,3.2,2.7,9.7,5,2.78,Excellent,Good,1,Low Risk,18.574999999999996
ID00639,Male,21,Mathematics,93.8,9.1,2.21,5.5,7,2.68,Excellent,Good,1,Medium Risk,18.4525
ID00640,Male,20,Computer Science,78.5,6.4,3.21,6.4,8,3.29,Good,Very Good,1,Low Risk,16.5875
ID00641,Male,23,Psychology,63.9,6.8,2.73,8.2,4,2.99,Low,Good,1,Medium Risk,27.3575
ID00642,Male,22,Business,89.1,2.0,3.93,4.0,11,4.0,Excellent,Excellent,1,Low Risk,17.517500000000002
ID00643,Male,19,Engineering,62.6,3.5,3.3,6.6,3,3.44,Low,Very Good,1,Medium Risk,28.955
ID00644,Male,19,Computer Science,100.0,5.9,3.01,8.4,15,3.4,Excellent,Very Good,1,Low Risk,8.662500000000001
ID00645,Male,18,Computer Science,82.6,4.3,2.78,6.5,9,3.19,Good,Very Good,1,Low Risk,21.305000000000003
ID00646,Female,20,Mathematics,100.0,5.4,2.35,8.1,6,2.62,Excellent,Good,1,Medium Risk,14.437499999999998
ID00647,Female,21,Computer Science,77.8,1.7,2.42,4.0,13,2.15,Good,Average,1,Medium Risk,37.015
ID00648,Female,19,Business,89.0,4.2,2.79,7.4,13,3.09,Excellent,Very Good,1,Low Risk,18.737499999999997
ID00649,Female,18,Mathematics,88.1,6.1,2.75,6.3,7,3.12,Excellent,Very Good,1,Low Risk,16.292500000000004
ID00650,Male,23,Computer Science,84.3,2.1,2.6,6.7,8,2.93,Good,Good,1,Low Risk,30.915
ID00651,Male,20,Engineering,78.5,1.2,3.29,5.6,5,3.07,Good,Very Good,1,Medium Risk,31.0875
ID00652,Male,20,Economics,90.9,2.0,3.36,9.4,5,3.53,Excellent,Excellent,1,Low Risk,21.695
ID00653,Female,24,Business,71.1,7.8,2.87,7.1,13,3.22,Low,Very Good,1,Medium Risk,22.8925
ID00654,Female,18,Engineering,66.9,1.8,4.0,7.2,7,3.85,Low,Excellent,1,Medium Risk,27.695
ID00655,Male,18,Engineering,100.0,4.0,2.23,10.0,9,2.45,Excellent,Average,1,Medium Risk,19.487499999999997
ID00656,Male,24,Mathematics,95.9,1.1,3.13,5.6,6,3.24,Excellent,Very Good,1,Medium Risk,25.057499999999997
ID00657,Male,21,Psychology,86.0,2.3,2.99,7.2,8,3.08,Excellent,Very Good,1,Low Risk,25.937499999999996
ID00658,Male,18,Mathematics,100.0,4.5,2.82,6.0,6,3.06,Excellent,Very Good,1,Low Risk,12.325000000000001
ID00659,Female,24,Business,81.0,4.0,2.75,5.9,13,2.83,Good,Good,1,Low Risk,23.4875
ID00660,Female,21,Business,100.0,7.1,3.1,7.5,6,3.71,Excellent,Excellent,1,Low Risk,7.874999999999998
ID00661,Male,21,Mathematics,87.6,5.0,2.99,6.6,7,3.31,Excellent,Very Good,1,Low Risk,14.4175
ID00662,Female,22,Psychology,69.6,2.1,2.9,10.0,10,2.72,Low,Good,1,Medium Risk,34.905
ID00663,Female,20,Mathematics,100.0,3.5,2.45,9.7,6,2.74,Excellent,Good,1,Medium Risk,19.562499999999996
ID00664,Male,23,Business,99.9,3.1,2.29,6.8,9,2.78,Excellent,Good,1,Medium Risk,22.607499999999998
ID00665,Male,20,Psychology,83.2,0.8,2.96,4.7,9,3.17,Good,Very Good,1,Medium Risk,33.46
ID00666,Male,20,Business,95.9,9.3,2.9,6.6,4,3.34,Excellent,Very Good,1,Low Risk,11.469999999999997
ID00667,Male,22,Psychology,78.9,4.1,3.0,8.6,4,2.88,Good,Good,1,Low Risk,21.845
ID00668,Male,21,Psychology,97.4,4.5,3.05,5.7,10,3.14,Excellent,Very Good,1,Low Risk,11.482499999999998
ID00669,Male,21,Mathematics,49.1,5.8,2.84,9.4,12,2.4,Critical,Average,1,High Risk,33.055
ID00670,Male,18,Mathematics,69.7,5.9,2.99,7.9,13,2.99,Low,Good,1,Medium Risk,22.472499999999997
ID00671,Male,22,Mathematics,99.7,6.2,2.67,5.2,8,2.96,Excellent,Good,1,Low Risk,11.772499999999997
ID00672,Female,18,Psychology,81.3,3.2,3.86,6.0,12,4.0,Good,Excellent,1,Low Risk,16.840000000000003
ID00673,Male,22,Psychology,88.1,2.9,2.7,6.2,9,2.94,Excellent,Good,1,Low Risk,25.130000000000003
ID00674,Male,18,Business,64.8,7.3,2.91,5.8,6,3.15,Low,Very Good,1,Medium Risk,25.377499999999998
ID00675,Male,19,Engineering,100.0,9.4,2.74,5.3,9,3.38,Excellent,Very Good,1,Low Risk,11.024999999999997
ID00676,Female,24,Mathematics,100.0,1.1,2.73,6.1,5,2.88,Excellent,Good,1,Medium Risk,26.7125
ID00677,Male,20,Economics,82.0,7.1,3.11,6.4,12,3.68,Good,Excellent,1,Low Risk,15.8875
ID00678,Male,20,Business,78.9,3.5,3.05,8.9,9,2.92,Good,Good,1,Low Risk,23.807499999999997
ID00679,Female,23,Business,100.0,3.8,2.87,7.7,14,3.16,Excellent,Very Good,1,Low Risk,14.687499999999998
ID00680,Female,24,Computer Science,100.0,0.5,2.96,7.7,9,3.21,Excellent,Very Good,1,Medium Risk,27.1
ID00681,Female,21,Mathematics,99.3,4.0,2.74,7.5,5,3.04,Excellent,Very Good,1,Low Risk,15.339999999999998
ID00682,Male,23,Business,100.0,2.8,3.3,5.8,6,3.51,Excellent,Excellent,1,Low Risk,14.925000000000004
ID00683,Male,19,Computer Science,71.2,0.7,4.0,8.7,5,3.63,Low,Excellent,1,Medium Risk,30.159999999999997
ID00684,Female,23,Economics,72.7,7.7,2.66,6.3,4,2.91,Low,Good,1,Medium Risk,24.009999999999998
ID00685,Female,20,Economics,67.2,4.5,3.3,6.5,5,3.47,Low,Very Good,1,Medium Risk,22.885
ID00686,Female,21,Mathematics,91.6,4.9,3.12,7.6,6,3.67,Excellent,Excellent,1,Low Risk,11.879999999999999
ID00687,Female,19,Psychology,87.6,7.6,3.43,10.0,11,3.72,Excellent,Excellent,1,Low Risk,10.5675
ID00688,Male,20,Computer Science,82.7,5.9,3.45,6.2,6,3.86,Good,Excellent,1,Low Risk,12.597499999999997
ID00689,Female,24,Psychology,97.1,1.6,3.2,4.6,5,3.32,Excellent,Very Good,1,Medium Risk,21.905
ID00690,Male,18,Economics,100.0,6.7,3.08,7.4,9,3.73,Excellent,Excellent,1,Low Risk,8.049999999999999
ID00691,Male,22,Economics,62.1,1.3,2.88,8.0,6,2.7,Low,Good,1,Medium Risk,41.655
ID00692,Male,19,Engineering,76.0,5.7,2.72,6.3,9,2.72,Good,Good,1,Low Risk,22.0
ID00693,Male,21,Engineering,97.3,10.5,3.05,6.1,15,3.58,Excellent,Excellent,1,Low Risk,9.527500000000002
ID00694,Male,23,Engineering,78.0,5.7,2.46,5.1,8,2.36,Good,Average,1,Medium Risk,23.375
ID00695,Male,24,Engineering,73.0,3.2,2.8,7.5,5,2.96,Low,Good,1,Medium Risk,29.849999999999998
ID00696,Female,23,Business,100.0,10.3,3.65,9.9,7,4.0,Excellent,Excellent,1,Low Risk,3.0625000000000004
ID00697,Male,19,Engineering,65.7,4.5,3.15,9.6,10,3.09,Low,Very Good,1,Medium Risk,24.8725
ID00698,Female,24,Business,80.5,2.1,3.55,7.5,9,3.95,Good,Excellent,1,Low Risk,24.3125
ID00699,Male,21,Business,89.9,2.7,3.83,6.4,10,4.0,Excellent,Excellent,1,Low Risk,15.232499999999998
ID00700,Male,19,Mathematics,76.4,2.6,3.01,7.6,7,3.16,Good,Very Good,1,Low Risk,28.8825
ID00701,Male,21,Business,96.7,11.7,3.2,6.5,9,4.0,Excellent,Excellent,1,Low Risk,8.484999999999998
ID00702,Male,23,Business,76.5,5.6,2.95,6.0,8,2.89,Good,Good,1,Low Risk,19.7625
ID00703,Male,20,Engineering,100.0,5.8,2.69,7.2,10,3.12,Excellent,Very Good,1,Low Risk,11.462499999999999
ID00704,Male,24,Business,83.1,5.2,2.62,8.9,14,3.07,Good,Very Good,1,Low Risk,19.680000000000003
ID00705,Male,18,Psychology,95.1,4.7,3.52,6.7,4,3.86,Excellent,Excellent,1,Low Risk,7.605000000000001
ID00706,Female,20,Engineering,96.2,3.0,3.2,6.7,9,3.69,Excellent,Excellent,1,Low Risk,16.709999999999997
ID00707,Male,18,Computer Science,75.6,1.8,4.0,6.6,11,4.0,Good,Excellent,1,Medium Risk,23.78
ID00708,Female,23,Engineering,54.2,4.9,3.59,8.2,10,3.39,Critical,Very Good,1,High Risk,24.5975
ID00709,Male,24,Business,90.4,10.1,2.73,8.3,7,3.14,Excellent,Very Good,1,Low Risk,15.432499999999997
ID00710,Female,20,Psychology,86.1,4.8,3.52,5.4,6,3.65,Excellent,Excellent,1,Low Risk,11.255000000000003
ID00711,Female,20,Engineering,93.3,8.1,2.95,6.7,7,3.56,Excellent,Excellent,1,Low Risk,12.2025
ID00712,Female,19,Psychology,81.6,1.1,3.71,8.7,9,3.88,Good,Excellent,1,Medium Risk,26.417500000000004
ID00713,Male,22,Computer Science,78.5,4.8,2.86,6.5,8,2.81,Good,Good,1,Low Risk,20.450000000000003
ID00714,Male,23,Economics,100.0,2.8,2.57,9.1,12,2.9,Excellent,Good,1,Low Risk,21.312500000000004
ID00715,Male,21,Computer Science,62.9,2.0,2.7,8.0,9,2.8,Low,Good,1,Medium Risk,40.06999999999999
ID00716,Female,23,Economics,96.0,8.9,2.73,9.6,7,3.19,Excellent,Very Good,1,Low Risk,12.9125
ID00717,Female,21,Mathematics,76.4,3.1,2.68,6.5,6,2.73,Good,Good,1,Low Risk,29.769999999999996
ID00718,Female,24,Economics,80.0,5.6,2.81,8.1,9,3.14,Good,Very Good,1,Low Risk,19.4125
ID00719,Male,21,Mathematics,80.2,3.8,3.53,8.1,9,3.58,Good,Excellent,1,Low Risk,17.8225
ID00720,Female,18,Engineering,72.9,1.6,4.0,8.6,8,3.67,Low,Excellent,1,Medium Risk,25.795
ID00721,Female,21,Mathematics,93.6,6.1,2.43,7.5,4,3.0,Excellent,Very Good,1,Medium Risk,16.6175
ID00722,Male,21,Psychology,100.0,3.2,3.73,8.7,4,3.94,Excellent,Excellent,1,Low Risk,9.5625
ID00723,Male,19,Mathematics,92.1,6.6,2.86,6.1,6,3.38,Excellent,Very Good,1,Low Risk,13.530000000000005
ID00724,Female,20,Psychology,86.6,2.3,3.27,6.9,8,3.58,Excellent,Excellent,1,Low Risk,23.2175
ID00725,Female,23,Economics,70.2,2.9,2.27,4.8,3,2.12,Low,Average,1,Medium Risk,36.947500000000005
ID00726,Female,23,Economics,92.8,5.5,3.36,6.6,5,3.6,Excellent,Excellent,1,Low Risk,8.840000000000002
ID00727,Male,24,Economics,100.0,2.4,2.1,5.7,8,2.38,Excellent,Average,1,Medium Risk,27.025
ID00728,Female,24,Mathematics,79.3,6.0,3.26,7.5,6,3.4,Good,Very Good,1,Low Risk,15.790000000000003
ID00729,Male,21,Economics,79.4,0.9,3.23,8.5,7,2.88,Good,Good,1,Medium Risk,32.4075
ID00730,Male,22,Mathematics,76.6,1.8,3.2,7.8,6,2.95,Good,Good,1,Medium Risk,30.330000000000002
ID00731,Male,23,Mathematics,77.7,4.2,2.73,8.2,8,2.5,Good,Good,1,Low Risk,24.347499999999997
ID00732,Female,24,Business,43.8,5.8,3.37,7.1,8,3.02,Critical,Very Good,1,High Risk,30.802500000000002
ID00733,Female,21,Business,91.1,4.3,3.3,6.8,10,3.53,Excellent,Excellent,1,Low Risk,12.930000000000003
ID00734,Male,24,Mathematics,72.3,5.4,3.0,5.2,9,2.91,Low,Good,1,Medium Risk,21.215000000000003
ID00735,Male,18,Psychology,60.8,3.1,3.44,4.1,16,2.94,Low,Good,1,Medium Risk,30.14
ID00736,Female,18,Engineering,96.3,0.9,3.05,4.7,10,3.2,Excellent,Very Good,1,Medium Risk,26.377500000000005
ID00737,Male,24,Computer Science,68.8,3.3,3.36,6.0,6,3.27,Low,Very Good,1,Medium Risk,26.44
ID00738,Female,18,Business,79.9,3.4,3.04,8.4,8,3.03,Good,Very Good,1,Low Risk,23.845
ID00739,Male,24,Mathematics,100.0,7.7,3.21,5.2,5,3.77,Excellent,Excellent,1,Low Risk,6.9125
ID00740,Male,21,Computer Science,63.9,6.0,3.39,5.8,9,3.39,Low,Very Good,1,Medium Risk,21.5825
ID00741,Male,19,Business,62.0,1.9,2.9,6.3,10,2.93,Low,Good,1,Medium Risk,39.125
ID00742,Male,22,Engineering,89.0,0.7,2.48,8.9,11,2.41,Excellent,Average,1,Medium Risk,35.45
ID00743,Female,21,Psychology,100.0,3.7,3.24,6.9,7,3.51,Excellent,Excellent,1,Low Risk,11.849999999999996
ID00744,Male,19,Mathematics,61.4,2.8,3.69,7.2,4,3.75,Low,Excellent,1,Medium Risk,28.882500000000007
ID00745,Male,19,Engineering,91.1,9.7,3.25,7.6,5,4.0,Excellent,Excellent,1,Low Risk,10.567500000000003
ID00746,Female,23,Business,93.7,7.8,3.26,9.1,6,3.75,Excellent,Excellent,1,Low Risk,9.31
ID00747,Male,21,Mathematics,54.1,1.6,3.08,7.1,14,2.66,Critical,Good,1,High Risk,42.305
ID00748,Male,21,Computer Science,97.0,5.9,3.47,4.4,10,3.74,Excellent,Excellent,1,Low Risk,5.987499999999997
ID00749,Female,24,Economics,98.1,5.3,3.01,7.2,8,3.38,Excellent,Very Good,1,Low Risk,9.517500000000004
ID00750,Female,19,Psychology,80.3,5.2,2.87,9.2,9,3.24,Good,Very Good,1,Low Risk,18.752499999999998
ID00751,Male,19,Business,100.0,14.0,3.65,8.0,7,4.0,Excellent,Excellent,1,Low Risk,3.0625000000000004
ID00752,Female,19,Psychology,100.0,3.8,2.83,7.3,14,3.16,Excellent,Very Good,1,Low Risk,15.0375
ID00753,Female,24,Mathematics,86.5,6.3,3.54,7.5,9,4.0,Excellent,Excellent,1,Low Risk,10.1
ID00754,Male,23,Economics,78.2,6.8,3.65,4.2,5,3.64,Good,Excellent,1,Low Risk,12.872499999999999
ID00755,Male,21,Engineering,70.4,5.0,3.38,4.0,9,3.47,Low,Very Good,1,Medium Risk,18.744999999999997
ID00756,Female,19,Psychology,84.4,9.6,2.48,8.3,6,3.11,Good,Very Good,1,Medium Risk,20.319999999999997
ID00757,Female,18,Computer Science,93.5,4.5,3.11,8.9,8,3.53,Excellent,Excellent,1,Low Risk,12.7125
ID00758,Male,21,Business,80.1,6.6,3.0,6.1,9,3.29,Good,Very Good,1,Low Risk,17.705000000000005
ID00759,Female,24,Computer Science,52.0,2.6,2.85,7.3,9,2.38,Critical,Average,1,High Risk,41.2625
ID00760,Female,23,Psychology,100.0,1.8,3.17,7.9,6,3.59,Excellent,Excellent,1,Medium Risk,20.0625
ID00761,Male,18,Economics,87.9,5.5,3.48,9.5,5,3.66,Excellent,Excellent,1,Low Risk,9.994999999999997
ID00762,Male,24,Engineering,79.3,3.9,2.87,6.9,20,2.61,Good,Good,1,Low Risk,23.602500000000003
ID00763,Male,20,Engineering,97.9,4.1,3.01,8.1,4,3.13,Excellent,Very Good,1,Low Risk,13.2075
ID00764,Female,21,Computer Science,100.0,3.3,2.98,10.0,6,3.32,Excellent,Very Good,1,Low Risk,15.725
ID00765,Male,20,Mathematics,43.0,6.5,3.68,6.6,8,3.39,Critical,Very Good,1,High Risk,28.45
